,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,gao,16.6362,1.637,91.13,39,78,17.45,ML,1658563880
368,mumford,5.2618,-0.759,75.56,81,100,7.67,GH,1658563882
369,vaitape,-16.5167,-151.75,79.11,74,8,12.55,PF,1658563883
370,neuquen,-38.9516,-68.0591,46.8,53,99,2.46,AR,1658563884
371,port blair,11.6667,92.75,78.84,94,100,2.3,IN,1658563885
372,flin flon,54.7682,-101.865,49.03,90,97,4.25,CA,1658563887
373,kisangani,0.5167,25.2,79.57,71,65,3.8,CD,1658563888
374,awjilah,29.1081,21.2869,86.9,29,0,10.78,LY,1658563889
375,bhongir,17.5108,78.8889,76.3,83,100,14.43,IN,1658563890
376,sao filipe,14.8961,-24.4956,75.22,82,12,2.8,CV,1658563891
377,chokurdakh,70.6333,147.9167,62.56,42,90,14.58,RU,1658563893
378,kaltenkirchen,53.8333,9.9667,63.16,81,93,7.0,DE,1658563894
379,alice springs,-23.7,133.8833,78.35,32,0,9.22,AU,1658563895
380,buchanan,5.8808,-10.0467,76.42,79,99,5.7,LR,1658563772
381,turinsk,58.0458,63.696,69.4,44,100,6.58,RU,1658563897
382,cockburn town,21.4612,-71.1419,81.97,74,97,21.03,TC,1658563900
383,half moon bay,37.4636,-122.4286,61.03,84,100,11.5,US,1658563901
384,manokwari,-0.8667,134.0833,82.53,77,58,7.4,ID,1658563903
385,marsh harbour,26.5412,-77.0636,82.2,75,0,11.92,BS,1658563904
386,katherine,-14.4667,132.2667,84.52,9,10,8.05,AU,1658563905
387,iralaya,15.0,-83.2333,79.39,88,99,12.08,HN,1658563906
388,buena vista,43.4203,-83.8986,72.59,74,100,6.91,US,1658563907
389,champerico,14.3,-91.9167,75.38,92,100,7.09,GT,1658563909
390,viedma,-40.8135,-62.9967,44.1,81,100,9.24,AR,1658563910
391,oktyabrskoye,43.0645,44.7417,73.54,57,75,8.95,RU,1658563911
392,yermakovskoye,53.2831,92.4003,62.69,82,93,10.2,RU,1658563912
393,kaitangata,-46.2817,169.8464,39.11,91,0,4.12,NZ,1658563914
394,dolores,-36.3132,-57.6792,45.93,96,50,6.42,AR,1658563915
395,mogadishu,2.0371,45.3438,78.58,74,85,18.39,SO,1658563716
396,susuman,62.7833,148.1667,70.75,52,89,4.14,RU,1658563919
397,saint anthony,45.0205,-93.218,73.22,83,0,0.0,US,1658563920
398,lannion,48.75,-3.4167,67.14,79,0,6.91,FR,1658563922
399,sambava,-14.2667,50.1667,72.43,79,86,12.28,MG,1658563923
400,kurara,25.9833,79.9833,94.93,49,100,12.24,IN,1658563924
401,fortuna,40.5982,-124.1573,56.98,86,76,1.97,US,1658563925
402,dong hoi,17.4833,106.6,87.01,73,27,7.56,VN,1658563926
403,cayenne,4.9333,-52.3333,76.08,1,0,1.14,GF,1658563928
404,san jeronimo,-11.9472,-75.2829,42.91,84,67,1.05,PE,1658563929
405,colchester,51.8892,0.9042,70.09,76,98,8.1,GB,1658563930
406,port elizabeth,-33.918,25.5701,57.31,96,100,5.99,ZA,1658563931
407,sri aman,1.2376,111.4621,86.29,70,97,2.59,MY,1658563932
408,redcliffe,-27.2307,153.0973,64.35,67,20,9.22,AU,1658563814
409,olimpia,-20.7372,-48.9147,60.89,58,11,5.91,BR,1658563935
410,touros,-5.1989,-35.4608,72.03,90,9,12.64,BR,1658563809
411,sistranda,63.7256,8.834,57.16,76,100,18.19,NO,1658563937
412,prince rupert,54.3161,-130.3201,52.11,91,24,1.9,CA,1658563779
413,monastyryshche,48.9909,29.8047,78.21,38,0,9.15,UA,1658563939
414,leshukonskoye,64.8989,45.7622,70.77,46,35,7.67,RU,1658563940
415,atar,20.5169,-13.0499,86.11,50,19,4.9,MR,1658563942
416,pringsewu,-5.3582,104.9744,81.43,86,100,4.25,ID,1658563943
417,palana,59.1167,159.9667,53.98,66,1,5.91,RU,1658563944
418,takoradi,4.8845,-1.7554,77.18,71,96,6.11,GH,1658563945
419,westport,41.1415,-73.3579,77.79,87,0,0.0,US,1658563947
420,sisimiut,66.9395,-53.6735,47.3,83,100,3.74,GL,1658563948
421,dong xoai,11.5333,106.9167,85.41,80,100,2.28,VN,1658563949
422,salym,60.0625,71.4789,64.04,44,64,8.48,RU,1658563951
423,mbuguni,-3.5667,36.95,74.34,43,66,8.5,TZ,1658563952
424,mandalgovi,45.7625,106.2708,82.36,18,100,12.03,MN,1658563954
425,cortez,37.3489,-108.5859,73.71,46,0,6.91,US,1658563955
426,traverse city,44.7631,-85.6206,75.27,66,20,5.75,US,1658563956
427,brownsville,25.9018,-97.4975,81.97,84,0,3.44,US,1658563801
428,trincomalee,8.5711,81.2335,88.11,64,33,17.29,LK,1658563960
429,swan river,52.1058,-101.2676,53.24,98,60,3.8,CA,1658563961
430,praia da vitoria,38.7333,-27.0667,71.76,97,100,3.6,PT,1658563717
431,tongchuan,35.0806,109.0897,83.52,43,0,5.95,CN,1658563964
432,weyburn,49.6668,-103.8511,59.92,68,97,7.76,CA,1658563965
433,balkhash,46.844,74.9804,92.01,15,0,6.71,KZ,1658563967
434,buribay,51.9617,58.1592,79.68,38,77,3.02,RU,1658563968
435,aykhal,66.0,111.5,73.02,46,100,3.24,RU,1658563969
436,fasa,28.9383,53.6482,96.44,25,8,6.62,IR,1658563970
437,landshut,48.5333,12.15,73.33,78,100,1.01,DE,1658563972
438,marawi,7.9986,124.2928,74.59,93,100,2.93,PH,1658563973
439,sabinas hidalgo,26.5,-100.1667,76.71,80,4,5.75,MX,1658563974
440,brora,58.0099,-3.8518,62.64,86,92,7.58,GB,1658563975
441,nakhon thai,17.1006,100.8374,77.99,94,100,1.66,TH,1658563976
442,manadhoo,5.7667,73.3833,81.93,76,99,16.31,MV,1658563978
443,wakkanai,45.4094,141.6739,60.87,95,100,20.04,JP,1658563980
444,araguari,-18.6472,-48.1872,56.61,64,0,4.18,BR,1658563981
445,semey,50.4111,80.2275,84.42,24,0,8.95,KZ,1658563982
446,raga,8.4596,25.678,68.59,98,100,8.5,SS,1658563829
447,muravlenko,63.7898,74.523,54.21,64,100,18.1,RU,1658563986
448,hualmay,-11.0964,-77.6139,60.37,86,98,2.62,PE,1658563834
449,malinovskiy,61.1953,62.8397,67.06,40,99,6.17,RU,1658563988
450,noumea,-22.2763,166.4572,75.99,99,100,4.94,NC,1658563989
451,alenquer,-1.9417,-54.7383,73.08,84,5,3.06,BR,1658563990
452,namatanai,-3.6667,152.4333,81.52,73,34,8.57,PG,1658563992
453,pacific grove,36.6177,-121.9166,57.31,89,100,6.91,US,1658563993
454,mizdah,31.4451,12.9801,77.58,42,0,7.9,LY,1658563910
455,norwich,52.6278,1.2983,70.32,66,20,6.91,GB,1658563995
456,palaikastron,35.2,26.25,79.68,57,0,21.05,GR,1658563996
457,solbjerg,56.0427,10.0863,62.22,94,100,4.0,DK,1658563997
458,hearst,49.6835,-83.6665,56.1,98,14,7.83,CA,1658563999
459,kutoarjo,-7.7169,109.9128,80.15,79,95,10.22,ID,1658564000
460,linxia,35.6003,103.2064,84.7,28,3,4.9,CN,1658564001
461,zarand,30.8127,56.564,96.78,9,0,9.15,IR,1658564002
462,kaltasy,55.9693,54.8032,77.68,53,24,6.8,RU,1658564004
463,vieux-habitants,16.0589,-61.7659,77.72,77,9,9.64,GP,1658564005
464,ternate,0.8,127.4,83.41,72,22,10.2,ID,1658564006
465,yenagoa,4.9247,6.2642,77.56,81,98,7.23,NG,1658564007
466,pontianak,-0.0333,109.3333,91.38,55,75,3.44,ID,1658564009
467,peleduy,59.6289,112.7406,94.15,32,22,8.63,RU,1658564011
468,bathsheba,13.2167,-59.5167,79.41,88,20,11.5,BB,1658564012
469,vilyuysk,63.7553,121.6247,80.47,43,28,1.72,RU,1658564013
470,srednebelaya,50.6594,128.0106,82.78,57,51,7.31,RU,1658564014
471,perth,-31.9333,115.8333,61.66,80,100,9.22,AU,1658563986
472,les cayes,18.2,-73.75,79.14,83,100,5.3,HT,1658564016
473,dzerzhinskoye,56.8344,95.2283,70.32,55,100,10.74,RU,1658564018
474,maningrida,-12.0667,134.2667,77.67,42,59,9.8,AU,1658564019
475,black river,18.0264,-77.8487,78.01,85,97,3.71,JM,1658564020
476,sheregesh,52.9209,87.9869,58.86,96,100,4.63,RU,1658564021
477,carinhanha,-14.3047,-43.765,63.93,68,0,3.51,BR,1658564023
478,lorengau,-2.0226,147.2712,82.85,77,35,8.37,PG,1658564024
479,berlevag,70.8578,29.0864,57.15,67,100,14.97,NO,1658564025
480,tyrma,50.0833,132.1667,68.94,83,100,4.07,RU,1658564026
481,solano,38.2333,-121.9511,64.09,72,0,23.02,US,1658564028
482,the hammocks,25.6715,-80.4445,84.02,91,18,1.99,US,1658564029
483,mutoko,-17.397,32.2268,65.75,43,2,4.47,ZW,1658564030
484,wairoa,-39.0333,177.3667,45.55,97,100,1.66,NZ,1658564031
485,guayaramerin,-10.8368,-65.3614,69.67,78,1,0.74,BO,1658564033
486,satana,20.5833,74.2,76.42,80,100,11.95,IN,1658564034
487,nerchinskiy zavod,51.3088,119.61,74.82,78,65,5.53,RU,1658563935
488,brae,60.3964,-1.353,52.9,79,100,9.71,GB,1658564036
489,bastia,42.6667,9.3333,87.6,72,0,3.44,FR,1658564037
490,kigonsera,-10.8,35.05,66.69,53,71,6.38,TZ,1658564039
491,baruun-urt,46.6806,113.2792,80.44,28,54,3.71,MN,1658564040
492,tambura,5.6,27.4667,76.82,75,91,7.29,SS,1658564041
493,vila velha,-20.3297,-40.2925,66.15,94,75,0.0,BR,1658564042
494,coihaique,-45.5752,-72.0662,21.15,86,0,0.0,CL,1658564043
495,the valley,18.217,-63.0578,80.1,72,19,24.61,AI,1658564045
496,qaqortoq,60.7167,-46.0333,44.42,87,77,2.53,GL,1658563844
497,shimoda,34.6667,138.95,83.1,73,62,14.92,JP,1658564047
498,kushmurun,52.4503,64.6311,80.78,35,1,7.99,KZ,1658564048
499,jiayuguan,39.8167,98.3,90.05,11,0,12.08,CN,1658564049
500,husavik,66.0449,-17.3389,49.78,84,3,3.85,IS,1658564051
501,paamiut,61.994,-49.6678,43.75,82,0,8.88,GL,1658564052
502,novikovo,51.1537,37.8879,71.11,66,91,12.84,RU,1658564053
503,christchurch,-43.5333,172.6333,44.8,76,100,4.61,NZ,1658564035
504,ribas do rio pardo,-20.4431,-53.7592,64.44,50,70,3.04,BR,1658564055
505,de aar,-30.6497,24.0123,58.24,41,99,12.59,ZA,1658564056
506,salitral,-4.8572,-80.6811,63.9,84,61,5.73,PE,1658564058
507,mayo,38.8876,-76.5119,80.19,84,0,0.0,US,1658564059
508,tecoanapa,16.5167,-98.75,76.75,93,100,5.14,MX,1658564060
509,luancheng,37.8792,114.6517,93.76,29,0,3.09,CN,1658564062
510,haverfordwest,51.8017,-4.9691,64.06,94,100,3.0,GB,1658564063
511,medea,36.2642,2.7539,82.87,32,0,3.38,DZ,1658563908
512,thinadhoo,0.5333,72.9333,82.29,73,96,7.74,MV,1658564066
513,aswan,24.0934,32.907,98.42,14,7,19.04,EG,1658564067
514,lichtenburg,-26.152,26.1597,60.46,49,7,14.63,ZA,1658564069
515,conil,44.9673,3.7177,64.62,77,51,3.49,FR,1658564070
516,kahului,20.8947,-156.47,77.85,74,0,16.11,US,1658564072
517,worthington,40.0931,-83.018,69.55,93,0,3.44,US,1658564073
518,naze,28.3667,129.4833,82.47,63,91,2.75,JP,1658564074
519,makat,47.6469,53.3463,88.83,24,94,9.57,KZ,1658564075
520,pangai,-19.8,-174.35,75.11,78,99,22.39,TO,1658564078
521,berezovyy,51.6667,135.7,72.46,63,98,3.96,RU,1658564079
522,shaghat,39.5625,45.9143,70.16,60,77,3.83,AM,1658564080
523,entre rios,-11.9419,-38.0844,63.1,98,55,3.58,BR,1658564081
524,bairiki,1.3292,172.9752,80.6,83,20,9.22,KI,1658564083
525,havre-saint-pierre,50.2334,-63.5986,52.16,100,100,2.3,CA,1658564084
526,hamilton,39.1834,-84.5333,74.98,92,0,5.75,US,1658563984
527,guanica,17.9716,-66.908,78.98,82,29,4.12,PR,1658564086
528,ostrovnoy,68.0531,39.5131,56.95,75,41,14.0,RU,1658564087
529,sangar,63.9242,127.4739,74.73,53,28,7.09,RU,1658564089
530,dabhol,17.6,73.1667,79.86,77,100,7.47,IN,1658563887
531,santa catalina,9.3337,122.8637,89.58,73,42,3.49,PH,1658564091
532,bambanglipuro,-7.95,110.2833,79.52,77,90,14.36,ID,1658564092
533,umm kaddadah,13.6017,26.6876,88.56,44,13,12.77,SD,1658564093
534,bilari,28.6333,78.8,97.83,39,100,15.99,IN,1658564095
535,tilichiki,60.4667,166.1,50.52,93,100,8.52,RU,1658564096
536,ylivieska,64.0833,24.55,54.73,97,100,2.17,FI,1658564097
537,port hardy,50.6996,-127.4199,54.37,92,18,9.95,CA,1658563882
538,portales,34.1862,-103.3344,72.59,62,65,4.38,US,1658564100
539,bhitarwar,25.8,78.1167,92.17,55,100,11.18,IN,1658564101
540,srednekolymsk,67.45,153.6833,63.79,40,0,12.39,RU,1658563938
541,vanavara,60.34,102.2797,77.29,59,100,5.73,RU,1658564103
542,goure,13.9835,10.2704,79.02,55,100,11.23,NE,1658564104
543,san patricio,28.017,-97.5169,85.89,82,18,10.33,US,1658564106
544,hofn,64.2539,-15.2082,53.65,77,83,1.86,IS,1658564107
545,tabas,33.5959,56.9244,106.12,7,0,4.9,IR,1658564108
546,yerbogachen,61.2767,108.0108,80.87,45,42,13.49,RU,1658564109
547,henties bay,-22.116,14.2845,59.86,77,0,6.44,NA,1658564111
548,la macarena,2.1837,-73.7849,69.8,99,100,1.23,CO,1658564112
549,vazante,-17.9869,-46.9078,59.13,62,0,3.0,BR,1658564113
550,phuket,8.0,98.25,89.1,79,20,10.36,TH,1658564115
551,samarai,-10.6167,150.6667,80.13,81,37,9.91,PG,1658564116
552,vitim,59.4511,112.5578,93.51,33,18,10.25,RU,1658563932
553,saint-francois,46.4154,3.9054,69.67,68,100,6.91,FR,1658564118
554,beira,-19.8436,34.8389,73.67,67,0,1.99,MZ,1658564119
555,rolla,37.9514,-91.7713,78.87,61,0,9.22,US,1658564121
556,colares,38.7992,-9.4469,72.79,72,20,24.0,PT,1658564122
557,pandamatenga,-18.5278,25.627,69.58,46,7,9.75,BW,1658564123
558,loikaw,19.6742,97.2094,77.52,83,100,3.65,MM,1658564124
559,beloha,-25.1667,45.05,78.26,37,0,7.23,MG,1658564125
560,novocherkassk,47.4181,40.0939,66.22,77,40,11.18,RU,1658564127
561,lahij,13.1667,44.5833,91.67,40,27,7.2,YE,1658564128
562,botwood,49.1499,-55.3482,66.9,98,99,6.44,CA,1658564129
563,anahuac,27.2333,-100.15,79.77,70,2,18.21,MX,1658564130
564,puerto carreno,6.189,-67.4859,73.62,93,93,4.94,CO,1658564132
565,epe,6.5841,3.9834,77.67,80,100,5.46,NG,1658564133
566,aguimes,27.9054,-15.4461,72.23,83,20,18.41,ES,1658564135
567,southbridge,42.0751,-72.0334,73.6,91,0,4.21,US,1658563883
568,amazar,53.858,120.875,78.33,49,100,6.58,RU,1658564138
569,guilin,25.2819,110.2864,96.91,57,20,7.83,CN,1658564139
570,kenai,60.5544,-151.2583,52.09,79,0,4.61,US,1658564140
571,shebunino,46.4339,141.8603,64.04,86,96,6.42,RU,1658564142
572,spanish town,17.9911,-76.9574,82.02,85,20,5.75,JM,1658564143
